package,sequence_length,additive_anim_type,ref_pose_seq,enable_root_motion,playback,sha256
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/Common/A_TFA_WEP_AR_Reference,0.03999999910593033,<AdditiveAnimationType.AAT_NONE: 0>,,False,Native pose evaluation at 4 phases; no end-to-end playback claim,abab15cc78f5f053ae4c9c3d07d2b5ce71dc89e1402176bf045cbc8ee792dd9a
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/FP/A_TFA_FP_WEP_AR_Equip,2.3333332538604736,<AdditiveAnimationType.AAT_NONE: 0>,,False,Native pose evaluation at 4 phases; no end-to-end playback claim,b185dd61b289453e54ef976672bf35b76995e651822d111821288dc30dc607ef
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/FP/A_TFA_FP_WEP_AR_Fire,0.800000011920929,<AdditiveAnimationType.AAT_NONE: 0>,,False,Native pose evaluation at 4 phases; no end-to-end playback claim,8ea733ef152fbff1c455bea244d45e843e83f3cc05191c1a27cd96948d49c9a1
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/FP/A_TFA_FP_WEP_AR_Reload,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,a282cc97a41a6e34a018aa01e2c6c819caa74d30e15da7d070040d8dc6255c48
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/FP/A_TFA_FP_WEP_AR_Reload_Aimed,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,67a496fa23644b6d97aea322917aebe8f67ed42916c07a2b7ebfe6bb5775411b
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/FP/A_TFA_FP_WEP_AR_Reload_Empty,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,87adee73fd0128816fd264e63af35a6edc236c76cbbf4014be84c7997c336b3f
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/FP/A_TFA_FP_WEP_AR_Reload_Empty_Aimed,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,fffe1b966eee81b5c48d72ad0d4874e5e5c6b3b4991a724a00c399481abf4efd
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/TP/A_TFA_TP_WEP_AR_Reload,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,fbfd10c5039ec043ad8b7590dc1fcb5410385a3edbc688d60b42a910a0bdcfe4
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/TP/A_TFA_TP_WEP_AR_Reload_Aimed,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,8b0078cd02cdf9de4295d45eebf993e6140d355c05ad62875c88393e198b464d
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/TP/A_TFA_TP_WEP_AR_Reload_Empty,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,df28cc79120f3fa35b3727eea46d20c67bd39383c9be2df2df95bd73291fd93e
/Game/InfimaGames/TacticalFPSAnimations/Weapons/AssaultRifle/Animations/Weapon/TP/A_TFA_TP_WEP_AR_Reload_Empty_Aimed,3.6666667461395264,<AdditiveAnimationType.AAT_NONE: 0>,,False,PIE end-to-end,043eef6b088945d1ce76c095291d7a7d035415b766f193c4ba971ee047a31254
